Respondent_ID,Age,Gender,Income_Level,Frequency_of_Consumption,Brand_Preference,Satisfaction_Level,Purchase_Location,Reason_for_Choice,Occasions_of_Buying,Most_Often_Consumed_Brand,Consumed_With,NPS_Score,Taste_Rating,Price_Rating,Packaging_Rating,Brand_Reputation_Rating,Availability_Rating,Sweetness_Rating,Fizziness_Rating
475,50,Non-Binary,Middle,Monthly,Coke,Dissatisfied,Other,Availability,Other,Diet Coke,With Family,2,1,3,1,2,3,1,4
481,47,Male,Middle,Never,Coke,Neutral,Convenience Store,Taste,Other,Diet Coke,With Family,0,2,2,2,4,5,1,4
497,42,Female,Middle,Daily,Coke,Dissatisfied,Convenience Store,Price,Parties,Diet Coke,Alone,6,4,4,4,5,5,3,2
518,22,Prefer Not to Say,Middle,Monthly,Coke,Neutral,Online,Price,Other,Diet Coke,With Friends,6,2,1,2,2,1,3,2
529,37,Male,Low,Weekly,Coke,Satisfied,Online,Brand Loyalty,Sports Events,Diet Coke,With Colleagues,8,3,4,5,1,3,4,1
565,55,Prefer Not to Say,Middle,Weekly,Coke,Dissatisfied,Vending Machine,Brand Loyalty,Other,Diet Coke,With Family,0,2,2,3,2,5,3,3
583,56,Male,Middle,Rarely,Coke,Very Dissatisfied,Other,Brand Loyalty,Restaurants,Diet Coke,Alone,4,2,4,1,3,4,4,3
611,58,Prefer Not to Say,High,Daily,Coke,Dissatisfied,Other,Brand Loyalty,Travel,Diet Coke,With Friends,9,4,2,4,1,4,1,1
654,26,Prefer Not to Say,Middle,Never,Coke,Satisfied,Other,Brand Loyalty,Home,Diet Coke,Other,0,2,1,3,5,2,2,5
661,31,Male,Low,Rarely,Coke,Very Dissatisfied,Other,Availability,Parties,Diet Coke,With Family,3,3,4,1,4,2,4,5
683,49,Non-Binary,Middle,Monthly,Coke,Dissatisfied,Vending Machine,Taste,Home,Diet Coke,With Family,5,1,3,1,4,3,5,4
738,22,Prefer Not to Say,High,Monthly,Coke,Dissatisfied,Convenience Store,Taste,Other,Diet Coke,Alone,2,5,3,2,2,2,4,2
790,63,Male,High,Weekly,Coke,Very Satisfied,Supermarket,Availability,Restaurants,Diet Coke,Other,8,3,5,4,3,4,2,5
827,39,Non-Binary,Middle,Rarely,Coke,Very Dissatisfied,Other,Availability,Work,Diet Coke,With Family,1,1,4,4,2,4,1,2
856,27,Prefer Not to Say,Low,Never,Coke,Dissatisfied,Other,Taste,Home,Diet Coke,With Friends,3,3,4,3,1,1,4,3
869,32,Female,High,Never,Coke,Very Satisfied,Online,Availability,Travel,Diet Coke,With Family,7,5,5,1,4,2,1,4
919,62,Male,Low,Monthly,Coke,Very Dissatisfied,Vending Machine,Taste,Travel,Diet Coke,With Colleagues,1,1,1,2,4,2,1,1
20,57,Female,Middle,Daily,Diet Coke,Very Dissatisfied,Convenience Store,Other,Restaurants,Coke,Other,7,4,4,5,3,4,3,1
43,54,Non-Binary,Low,Weekly,Diet Coke,Very Satisfied,Supermarket,Price,Home,Coke,Alone,7,2,1,2,5,5,5,1
59,30,Female,Middle,Daily,Diet Coke,Dissatisfied,Vending Machine,Brand Loyalty,Restaurants,Coke,With Family,7,5,2,2,4,3,5,3
106,44,Female,High,Daily,Diet Coke,Neutral,Vending Machine,Taste,Sports Events,Coke,With Friends,6,4,2,5,3,5,5,3
108,51,Non-Binary,High,Rarely,Diet Coke,Satisfied,Supermarket,Other,Work,Coke,Other,10,1,1,1,1,5,5,4
110,62,Male,Middle,Monthly,Diet Coke,Very Satisfied,Other,Brand Loyalty,Work,Coke,With Friends,8,5,2,2,1,1,2,4
126,37,Female,High,Never,Diet Coke,Satisfied,Vending Machine,Availability,Home,Coke,With Family,5,2,3,5,4,2,5,4
130,54,Male,Low,Monthly,Diet Coke,Very Satisfied,Supermarket,Brand Loyalty,Travel,Coke,Alone,7,4,2,3,4,1,5,5
155,29,Male,Middle,Rarely,Diet Coke,Very Satisfied,Convenience Store,Availability,Other,Coke,With Friends,8,4,5,5,3,3,3,5
219,49,Female,Low,Rarely,Diet Coke,Dissatisfied,Convenience Store,Taste,Sports Events,Coke,Other,6,2,1,5,3,5,3,4
244,51,Female,Middle,Daily,Diet Coke,Very Satisfied,Supermarket,Price,Travel,Coke,With Family,5,1,2,4,5,2,3,2
246,57,Prefer Not to Say,High,Weekly,Diet Coke,Very Dissatisfied,Supermarket,Availability,Parties,Coke,With Friends,9,1,2,1,3,3,4,3
288,40,Female,High,Rarely,Diet Coke,Very Dissatisfied,Online,Taste,Parties,Coke,With Family,0,4,2,1,3,2,4,2
347,64,Male,Low,Never,Diet Coke,Very Satisfied,Other,Other,Work,Coke,Other,9,1,3,4,1,4,4,4
454,51,Male,High,Rarely,Diet Coke,Very Satisfied,Other,Price,Home,Coke,With Friends,10,1,3,5,1,4,5,2
519,56,Male,Low,Daily,Diet Coke,Dissatisfied,Other,Price,Restaurants,Coke,Other,3,2,4,2,1,4,4,3
527,50,Non-Binary,Low,Daily,Diet Coke,Satisfied,Convenience Store,Brand Loyalty,Parties,Coke,With Family,4,5,1,4,5,3,3,3
545,29,Prefer Not to Say,Middle,Rarely,Diet Coke,Satisfied,Convenience Store,Price,Travel,Coke,Other,9,5,5,2,1,2,5,4
558,64,Non-Binary,Low,Weekly,Diet Coke,Neutral,Other,Taste,Parties,Coke,Alone,9,2,3,4,5,4,3,5
578,45,Male,Low,Never,Diet Coke,Dissatisfied,Vending Machine,Taste,Restaurants,Coke,With Family,0,3,2,2,1,2,2,5
600,53,Prefer Not to Say,Low,Daily,Diet Coke,Very Satisfied,Convenience Store,Taste,Restaurants,Coke,With Family,6,1,2,2,2,5,1,5
601,59,Prefer Not to Say,High,Daily,Diet Coke,Dissatisfied,Other,Price,Travel,Coke,With Colleagues,8,1,4,4,2,1,2,2
619,53,Non-Binary,Low,Never,Diet Coke,Very Satisfied,Vending Machine,Brand Loyalty,Restaurants,Coke,With Colleagues,1,5,4,4,3,4,5,3
641,52,Female,Middle,Rarely,Diet Coke,Very Dissatisfied,Convenience Store,Brand Loyalty,Restaurants,Coke,With Colleagues,8,5,4,2,3,5,5,4
710,37,Non-Binary,High,Monthly,Diet Coke,Dissatisfied,Other,Price,Restaurants,Coke,With Colleagues,3,3,2,4,2,4,4,3
716,21,Male,Low,Daily,Diet Coke,Very Dissatisfied,Other,Other,Parties,Coke,With Family,0,2,1,2,4,1,5,5
729,63,Prefer Not to Say,High,Weekly,Diet Coke,Dissatisfied,Vending Machine,Other,Home,Coke,With Colleagues,2,2,1,3,3,1,5,2
758,45,Prefer Not to Say,Low,Never,Diet Coke,Neutral,Other,Availability,Other,Coke,Other,6,3,2,5,4,4,4,1
782,49,Female,Middle,Weekly,Diet Coke,Satisfied,Convenience Store,Availability,Other,Coke,With Colleagues,8,2,3,4,3,1,2,1
784,36,Male,Middle,Daily,Diet Coke,Very Satisfied,Other,Brand Loyalty,Restaurants,Coke,Alone,9,1,1,2,4,2,1,3
821,40,Male,High,Weekly,Diet Coke,Very Dissatisfied,Supermarket,Other,Parties,Coke,Alone,3,1,2,4,4,4,3,4
824,50,Female,High,Weekly,Diet Coke,Neutral,Supermarket,Brand Loyalty,Other,Coke,Alone,4,3,4,1,3,2,5,5
830,62,Male,Middle,Daily,Diet Coke,Very Satisfied,Vending Machine,Availability,Travel,Coke,With Colleagues,2,4,1,3,5,4,4,3
842,18,Male,Middle,Weekly,Diet Coke,Very Satisfied,Convenience Store,Availability,Parties,Coke,Alone,9,3,3,3,5,5,4,1
879,25,Non-Binary,Middle,Rarely,Diet Coke,Dissatisfied,Online,Price,Other,Coke,With Colleagues,0,1,5,4,4,3,5,4
889,42,Non-Binary,Low,Monthly,Diet Coke,Very Dissatisfied,Convenience Store,Taste,Parties,Coke,With Colleagues,2,5,3,4,1,3,2,2
899,56,Prefer Not to Say,Low,Daily,Diet Coke,Dissatisfied,Supermarket,Taste,Travel,Coke,With Colleagues,3,5,4,5,3,4,3,1
904,44,Male,High,Monthly,Diet Coke,Neutral,Other,Taste,Home,Coke,With Colleagues,6,1,5,1,1,3,1,3
944,47,Non-Binary,Middle,Rarely,Diet Coke,Satisfied,Convenience Store,Price,Travel,Coke,With Friends,6,5,3,5,3,1,3,2
982,46,Male,Middle,Rarely,Diet Coke,Very Dissatisfied,Convenience Store,Availability,Restaurants,Coke,With Friends,10,5,3,5,1,1,4,3
998,33,Non-Binary,High,Weekly,Diet Coke,Very Satisfied,Other,Brand Loyalty,Sports Events,Coke,With Friends,10,5,2,3,3,2,2,5
9,33,Female,Low,Monthly,Diet Coke,Dissatisfied,Vending Machine,Availability,Travel,Pepsi Light,Alone,1,2,5,3,2,3,4,1
36,19,Female,High,Rarely,Diet Coke,Very Satisfied,Supermarket,Availability,Home,Pepsi Light,With Colleagues,9,4,1,4,4,5,4,5
53,29,Female,Low,Rarely,Diet Coke,Satisfied,Online,Price,Travel,Pepsi Light,With Family,7,2,4,2,5,4,5,4
114,23,Non-Binary,Low,Rarely,Diet Coke,Very Satisfied,Supermarket,Availability,Travel,Pepsi Light,With Friends,4,3,1,3,5,1,1,4
184,53,Prefer Not to Say,Middle,Never,Diet Coke,Very Dissatisfied,Vending Machine,Price,Restaurants,Pepsi Light,With Family,8,1,5,2,3,3,1,1
226,36,Prefer Not to Say,Low,Daily,Diet Coke,Dissatisfied,Online,Taste,Other,Pepsi Light,With Family,10,5,5,1,3,1,2,3
285,31,Male,Middle,Never,Diet Coke,Dissatisfied,Online,Availability,Sports Events,Pepsi Light,With Colleagues,1,1,1,4,1,4,4,2
327,30,Prefer Not to Say,Low,Never,Diet Coke,Very Satisfied,Vending Machine,Brand Loyalty,Parties,Pepsi Light,With Family,9,2,5,4,4,4,2,5
354,25,Non-Binary,Low,Weekly,Diet Coke,Neutral,Other,Brand Loyalty,Parties,Pepsi Light,With Family,1,3,4,4,2,1,3,3
379,21,Non-Binary,Middle,Never,Diet Coke,Satisfied,Convenience Store,Price,Other,Pepsi Light,With Friends,5,3,4,1,1,5,2,2
415,40,Male,Low,Monthly,Diet Coke,Satisfied,Convenience Store,Taste,Travel,Pepsi Light,With Friends,6,1,4,1,3,1,2,2
431,44,Male,Middle,Weekly,Diet Coke,Very Dissatisfied,Other,Price,Parties,Pepsi Light,Alone,5,2,2,5,5,5,2,3
434,24,Female,High,Monthly,Diet Coke,Very Dissatisfied,Online,Availability,Other,Pepsi Light,With Colleagues,8,5,4,1,1,3,2,4
437,53,Prefer Not to Say,Low,Never,Diet Coke,Very Dissatisfied,Supermarket,Other,Other,Pepsi Light,Other,8,3,2,2,2,4,5,3
456,55,Prefer Not to Say,Low,Monthly,Diet Coke,Satisfied,Convenience Store,Other,Other,Pepsi Light,With Colleagues,7,1,2,3,3,2,1,3
461,18,Female,Middle,Rarely,Diet Coke,Very Dissatisfied,Other,Availability,Restaurants,Pepsi Light,Other,5,3,5,1,5,2,3,1
463,31,Male,Middle,Weekly,Diet Coke,Neutral,Other,Taste,Travel,Pepsi Light,With Friends,10,1,5,5,3,3,4,1
464,35,Non-Binary,Middle,Weekly,Diet Coke,Satisfied,Online,Price,Work,Pepsi Light,With Friends,9,1,4,2,5,2,4,5
480,37,Female,Middle,Monthly,Diet Coke,Dissatisfied,Supermarket,Other,Travel,Pepsi Light,With Family,10,3,3,4,5,4,4,2
500,37,Male,Low,Weekly,Diet Coke,Satisfied,Vending Machine,Brand Loyalty,Parties,Pepsi Light,Other,1,3,1,5,4,5,1,5
501,55,Male,Low,Daily,Diet Coke,Dissatisfied,Vending Machine,Other,Restaurants,Pepsi Light,With Colleagues,1,5,3,1,5,2,1,3
568,62,Male,Middle,Weekly,Diet Coke,Satisfied,Other,Other,Parties,Pepsi Light,Alone,1,3,3,4,4,5,4,4
594,49,Female,High,Weekly,Diet Coke,Neutral,Other,Taste,Sports Events,Pepsi Light,Alone,7,3,4,1,1,5,4,5
624,35,Female,High,Daily,Diet Coke,Very Satisfied,Supermarket,Taste,Restaurants,Pepsi Light,With Friends,10,3,1,5,2,3,2,5
627,32,Prefer Not to Say,Low,Monthly,Diet Coke,Satisfied,Vending Machine,Taste,Other,Pepsi Light,Other,3,2,2,1,5,1,4,4
646,48,Prefer Not to Say,High,Daily,Diet Coke,Very Satisfied,Convenience Store,Availability,Home,Pepsi Light,With Friends,7,2,1,1,2,2,4,2
667,31,Female,Low,Never,Diet Coke,Very Dissatisfied,Convenience Store,Taste,Work,Pepsi Light,Alone,1,2,2,1,3,3,2,4
695,29,Male,High,Daily,Diet Coke,Dissatisfied,Supermarket,Price,Restaurants,Pepsi Light,Alone,4,1,5,3,5,1,4,2
725,30,Prefer Not to Say,High,Weekly,Diet Coke,Dissatisfied,Other,Other,Home,Pepsi Light,With Family,6,1,1,4,3,1,3,2
730,34,Non-Binary,High,Daily,Diet Coke,Dissatisfied,Other,Price,Parties,Pepsi Light,Other,4,5,2,3,4,4,3,3
745,45,Male,Low,Never,Diet Coke,Very Satisfied,Convenience Store,Taste,Other,Pepsi Light,Alone,7,5,4,2,4,1,2,3
777,35,Male,High,Monthly,Diet Coke,Very Satisfied,Convenience Store,Other,Restaurants,Pepsi Light,With Friends,10,2,4,4,1,2,2,4
817,40,Female,Middle,Weekly,Diet Coke,Very Satisfied,Supermarket,Other,Parties,Pepsi Light,With Family,2,4,3,1,4,4,4,1
846,36,Male,High,Monthly,Diet Coke,Very Satisfied,Convenience Store,Other,Restaurants,Pepsi Light,With Friends,3,4,3,1,3,2,3,3
881,38,Female,Middle,Rarely,Diet Coke,Dissatisfied,Supermarket,Taste,Home,Pepsi Light,With Family,8,5,4,4,4,3,2,3
896,50,Male,Middle,Daily,Diet Coke,Neutral,Online,Price,Other,Pepsi Light,Other,5,4,1,5,5,5,2,2
910,39,Female,High,Rarely,Diet Coke,Satisfied,Convenience Store,Brand Loyalty,Work,Pepsi Light,With Colleagues,2,2,5,5,1,4,4,5
937,58,Female,Middle,Daily,Diet Coke,Dissatisfied,Other,Availability,Restaurants,Pepsi Light,Other,5,5,2,5,4,5,5,2
992,51,Female,Middle,Daily,Diet Coke,Very Satisfied,Online,Price,Travel,Pepsi Light,With Friends,9,4,3,4,3,4,1,2
1000,37,Male,Middle,Daily,Diet Coke,Very Satisfied,Online,Price,Sports Events,Pepsi Light,Other,1,5,1,2,3,5,1,3
46,34,Prefer Not to Say,High,Monthly,Diet Coke,Neutral,Supermarket,Brand Loyalty,Sports Events,Pepsi,Alone,3,5,4,3,2,1,2,2
48,39,Prefer Not to Say,Low,Monthly,Diet Coke,Satisfied,Vending Machine,Availability,Travel,Pepsi,With Family,5,1,5,2,3,5,5,1
54,40,Non-Binary,Middle,Never,Diet Coke,Dissatisfied,Supermarket,Taste,Travel,Pepsi,Other,1,2,4,2,1,3,4,5
69,24,Male,High,Rarely,Diet Coke,Very Dissatisfied,Other,Price,Parties,Pepsi,With Colleagues,10,1,3,1,3,4,5,3
86,28,Male,Low,Rarely,Diet Coke,Dissatisfied,Online,Price,Other,Pepsi,With Family,5,1,5,1,5,5,5,3
171,26,Prefer Not to Say,Middle,Daily,Diet Coke,Neutral,Vending Machine,Price,Travel,Pepsi,With Family,8,2,3,5,2,5,2,1
198,19,Prefer Not to Say,Middle,Monthly,Diet Coke,Satisfied,Online,Price,Restaurants,Pepsi,With Colleagues,6,2,1,1,5,4,3,2
232,53,Non-Binary,Low,Daily,Diet Coke,Satisfied,Convenience Store,Taste,Sports Events,Pepsi,With Family,4,1,2,4,2,5,1,1
281,63,Female,Low,Daily,Diet Coke,Satisfied,Convenience Store,Brand Loyalty,Travel,Pepsi,With Family,4,4,4,1,4,2,3,1
300,42,Prefer Not to Say,High,Monthly,Diet Coke,Satisfied,Convenience Store,Price,Parties,Pepsi,With Colleagues,2,2,3,1,1,4,4,2
320,18,Non-Binary,Middle,Rarely,Diet Coke,Satisfied,Other,Price,Home,Pepsi,Alone,9,4,2,1,5,1,4,2
323,44,Non-Binary,High,Weekly,Diet Coke,Very Satisfied,Online,Price,Home,Pepsi,With Friends,5,2,5,4,1,1,3,1
331,41,Non-Binary,Middle,Monthly,Diet Coke,Dissatisfied,Vending Machine,Brand Loyalty,Sports Events,Pepsi,Other,5,5,2,3,3,3,3,1
336,43,Prefer Not to Say,High,Weekly,Diet Coke,Satisfied,Convenience Store,Taste,Parties,Pepsi,Alone,3,1,5,2,4,2,5,3
341,55,Prefer Not to Say,Middle,Rarely,Diet Coke,Very Satisfied,Convenience Store,Taste,Parties,Pepsi,Other,5,2,4,4,5,4,2,1
407,44,Male,Low,Daily,Diet Coke,Satisfied,Supermarket,Price,Home,Pepsi,Alone,4,4,2,2,5,4,4,5
414,21,Non-Binary,High,Daily,Diet Coke,Satisfied,Supermarket,Price,Travel,Pepsi,With Friends,4,3,2,2,1,1,5,5
467,52,Non-Binary,Low,Weekly,Diet Coke,Dissatisfied,Convenience Store,Taste,Work,Pepsi,With Friends,10,3,1,1,3,4,4,2
469,30,Non-Binary,High,Rarely,Diet Coke,Dissatisfied,Vending Machine,Taste,Other,Pepsi,With Colleagues,6,1,2,5,5,1,3,4
473,40,Female,Low,Weekly,Diet Coke,Neutral,Supermarket,Taste,Travel,Pepsi,With Family,9,1,3,5,5,1,2,5
495,34,Non-Binary,Low,Monthly,Diet Coke,Very Dissatisfied,Other,Availability,Sports Events,Pepsi,Other,7,4,3,3,5,1,3,3
510,28,Female,High,Never,Diet Coke,Dissatisfied,Convenience Store,Other,Work,Pepsi,Alone,1,5,2,2,2,1,5,2
513,20,Male,Middle,Daily,Diet Coke,Neutral,Online,Price,Travel,Pepsi,Other,4,1,4,3,5,4,3,4
547,45,Female,High,Daily,Diet Coke,Very Satisfied,Vending Machine,Other,Travel,Pepsi,Alone,7,4,2,4,4,4,2,2
562,46,Female,High,Weekly,Diet Coke,Neutral,Online,Price,Home,Pepsi,With Family,8,4,4,2,2,5,5,2
575,35,Male,High,Monthly,Diet Coke,Very Dissatisfied,Supermarket,Taste,Home,Pepsi,With Colleagues,3,1,4,3,2,2,5,1
577,49,Male,Middle,Monthly,Diet Coke,Dissatisfied,Supermarket,Price,Home,Pepsi,With Family,5,4,3,3,5,1,5,5
626,38,Female,High,Weekly,Diet Coke,Neutral,Vending Machine,Other,Parties,Pepsi,Other,9,1,3,5,5,2,4,5
685,21,Non-Binary,Middle,Daily,Diet Coke,Very Satisfied,Online,Other,Restaurants,Pepsi,Alone,0,5,5,3,2,5,1,4
747,47,Female,High,Rarely,Diet Coke,Dissatisfied,Vending Machine,Price,Sports Events,Pepsi,Alone,0,3,5,3,3,1,4,5
773,19,Female,Middle,Daily,Diet Coke,Very Dissatisfied,Supermarket,Other,Parties,Pepsi,With Friends,7,4,2,3,2,3,3,3
786,63,Male,Low,Rarely,Diet Coke,Very Satisfied,Vending Machine,Other,Work,Pepsi,Other,7,1,4,3,2,4,5,2
816,44,Prefer Not to Say,Low,Daily,Diet Coke,Very Satisfied,Convenience Store,Other,Restaurants,Pepsi,Alone,7,5,1,1,3,2,5,3
865,57,Female,High,Monthly,Diet Coke,Very Satisfied,Online,Taste,Home,Pepsi,Alone,3,2,3,1,4,5,1,2
868,25,Non-Binary,Middle,Daily,Diet Coke,Satisfied,Other,Brand Loyalty,Travel,Pepsi,Alone,3,4,3,4,2,1,4,1
905,55,Male,High,Daily,Diet Coke,Satisfied,Convenience Store,Availability,Home,Pepsi,With Family,0,5,5,2,1,3,5,2
916,52,Female,Middle,Weekly,Diet Coke,Dissatisfied,Other,Brand Loyalty,Sports Events,Pepsi,Other,2,2,1,1,2,5,1,5
924,28,Female,Middle,Rarely,Diet Coke,Neutral,Convenience Store,Availability,Work,Pepsi,Other,10,1,1,2,1,3,1,2
932,36,Prefer Not to Say,Middle,Never,Diet Coke,Very Satisfied,Other,Taste,Sports Events,Pepsi,Other,10,2,5,3,1,2,1,5
980,53,Male,Low,Never,Diet Coke,Very Satisfied,Online,Other,Other,Pepsi,With Friends,2,1,4,3,3,1,3,4
995,39,Non-Binary,High,Daily,Diet Coke,Very Satisfied,Other,Taste,Travel,Pepsi,With Colleagues,4,1,5,3,5,5,1,4
27,20,Male,Middle,Daily,Diet Coke,Very Dissatisfied,Vending Machine,Price,Parties,RC Cola,With Family,1,4,3,2,1,5,3,5
74,48,Female,Middle,Rarely,Diet Coke,Dissatisfied,Online,Brand Loyalty,Sports Events,RC Cola,With Family,5,1,5,3,5,3,4,1
117,50,Prefer Not to Say,Low,Rarely,Diet Coke,Very Dissatisfied,Online,Taste,Other,RC Cola,With Family,5,3,1,2,1,4,4,1
153,38,Female,Low,Weekly,Diet Coke,Neutral,Supermarket,Taste,Parties,RC Cola,With Colleagues,10,3,2,3,2,3,4,5
165,50,Female,High,Never,Diet Coke,Very Dissatisfied,Vending Machine,Price,Other,RC Cola,With Family,2,5,4,5,4,2,3,2
175,42,Male,Middle,Weekly,Diet Coke,Satisfied,Other,Availability,Travel,RC Cola,With Family,6,5,1,3,1,3,4,3
207,58,Prefer Not to Say,High,Never,Diet Coke,Satisfied,Vending Machine,Taste,Other,RC Cola,Alone,7,5,2,1,1,5,1,4
236,21,Female,Low,Daily,Diet Coke,Neutral,Other,Other,Work,RC Cola,Alone,2,2,5,2,3,3,2,1
349,42,Prefer Not to Say,Middle,Weekly,Diet Coke,Satisfied,Online,Brand Loyalty,Sports Events,RC Cola,With Friends,0,1,1,1,2,1,2,1
389,49,Prefer Not to Say,Low,Weekly,Diet Coke,Very Satisfied,Online,Taste,Travel,RC Cola,Other,9,4,2,5,3,1,1,1
397,51,Prefer Not to Say,Middle,Daily,Diet Coke,Neutral,Supermarket,Availability,Work,RC Cola,Other,6,1,5,3,2,5,2,5
404,51,Female,Middle,Weekly,Diet Coke,Neutral,Vending Machine,Other,Sports Events,RC Cola,With Friends,0,4,2,4,5,3,5,4
457,37,Non-Binary,High,Daily,Diet Coke,Very Dissatisfied,Supermarket,Price,Travel,RC Cola,Other,6,1,2,1,4,1,1,2
522,30,Female,High,Weekly,Diet Coke,Very Dissatisfied,Convenience Store,Other,Sports Events,RC Cola,With Friends,6,3,5,5,1,1,3,5
542,23,Female,Low,Never,Diet Coke,Very Satisfied,Convenience Store,Other,Travel,RC Cola,Other,5,3,1,5,3,1,4,1
555,35,Non-Binary,Middle,Weekly,Diet Coke,Satisfied,Supermarket,Availability,Other,RC Cola,With Friends,2,2,1,1,4,4,3,2
586,29,Female,Middle,Never,Diet Coke,Dissatisfied,Vending Machine,Price,Home,RC Cola,With Family,6,4,2,3,3,3,4,5
613,26,Male,Low,Daily,Diet Coke,Neutral,Supermarket,Taste,Other,RC Cola,With Colleagues,9,3,3,3,1,2,2,5
673,40,Male,Low,Weekly,Diet Coke,Very Dissatisfied,Online,Brand Loyalty,Travel,RC Cola,Alone,2,5,1,2,2,2,5,2
675,37,Prefer Not to Say,High,Monthly,Diet Coke,Dissatisfied,Supermarket,Brand Loyalty,Parties,RC Cola,Other,0,2,5,1,2,5,3,5
690,46,Male,High,Rarely,Diet Coke,Dissatisfied,Convenience Store,Brand Loyalty,Travel,RC Cola,With Friends,3,1,3,1,4,5,4,1
698,37,Prefer Not to Say,High,Rarely,Diet Coke,Neutral,Online,Availability,Work,RC Cola,With Colleagues,7,5,3,1,2,4,2,2
742,61,Male,Low,Daily,Diet Coke,Satisfied,Online,Price,Home,RC Cola,Alone,2,2,2,4,3,4,5,3
778,23,Prefer Not to Say,Low,Weekly,Diet Coke,Neutral,Other,Availability,Restaurants,RC Cola,With Family,8,4,3,2,4,1,4,3
803,23,Male,Middle,Never,Diet Coke,Satisfied,Vending Machine,Price,Home,RC Cola,With Colleagues,9,5,3,4,3,1,1,4
804,43,Male,Middle,Rarely,Diet Coke,Very Satisfied,Supermarket,Price,Other,RC Cola,Alone,6,2,4,2,5,4,3,4
805,26,Male,High,Weekly,Diet Coke,Dissatisfied,Supermarket,Taste,Restaurants,RC Cola,Other,9,3,5,3,2,4,5,1
814,44,Female,Low,Rarely,Diet Coke,Neutral,Other,Taste,Home,RC Cola,With Colleagues,7,3,3,1,2,2,4,2
838,59,Non-Binary,Low,Monthly,Diet Coke,Neutral,Online,Availability,Restaurants,RC Cola,Alone,7,2,2,5,1,4,2,1
852,29,Female,Low,Never,Diet Coke,Dissatisfied,Supermarket,Taste,Restaurants,RC Cola,With Colleagues,3,1,4,2,5,3,3,2
857,30,Non-Binary,Low,Daily,Diet Coke,Very Satisfied,Vending Machine,Other,Restaurants,RC Cola,With Colleagues,10,2,5,4,3,1,2,2
886,54,Female,Middle,Rarely,Diet Coke,Dissatisfied,Convenience Store,Taste,Sports Events,RC Cola,With Friends,7,3,4,3,2,2,2,1
906,64,Female,High,Never,Diet Coke,Neutral,Convenience Store,Availability,Other,RC Cola,With Friends,8,3,4,5,3,2,5,5
913,49,Female,Low,Never,Diet Coke,Satisfied,Other,Availability,Sports Events,RC Cola,Other,5,1,3,4,5,2,2,1
942,56,Prefer Not to Say,High,Rarely,Diet Coke,Very Satisfied,Vending Machine,Taste,Sports Events,RC Cola,Other,8,1,2,5,1,2,5,5
28,56,Prefer Not to Say,Middle,Monthly,Diet Coke,Very Satisfied,Vending Machine,Price,Parties,Diet Coke,With Colleagues,9,1,1,2,2,5,1,3
51,37,Prefer Not to Say,High,Rarely,Diet Coke,Dissatisfied,Vending Machine,Other,Travel,Diet Coke,With Family,10,3,3,4,2,5,2,3
78,29,Male,Middle,Never,Diet Coke,Neutral,Other,Other,Restaurants,Diet Coke,With Colleagues,5,2,1,4,2,2,2,1
98,56,Male,Low,Rarely,Diet Coke,Satisfied,Supermarket,Taste,Home,Diet Coke,With Colleagues,7,1,3,4,4,1,4,5
112,33,Male,Low,Weekly,Diet Coke,Neutral,Convenience Store,Brand Loyalty,Home,Diet Coke,Alone,10,3,1,3,3,5,2,3
189,46,Prefer Not to Say,Middle,Daily,Diet Coke,Very Satisfied,Supermarket,Brand Loyalty,Sports Events,Diet Coke,With Friends,8,4,3,3,1,2,2,3
203,25,Non-Binary,Middle,Monthly,Diet Coke,Neutral,Supermarket,Brand Loyalty,Parties,Diet Coke,Other,4,5,5,3,1,4,1,2
206,48,Prefer Not to Say,Middle,Monthly,Diet Coke,Satisfied,Other,Brand Loyalty,Travel,Diet Coke,With Friends,6,1,1,2,2,3,2,5
245,32,Prefer Not to Say,Middle,Rarely,Diet Coke,Very Dissatisfied,Convenience Store,Availability,Restaurants,Diet Coke,With Colleagues,7,4,1,3,1,5,4,3
273,25,Non-Binary,Low,Weekly,Diet Coke,Very Dissatisfied,Online,Brand Loyalty,Travel,Diet Coke,With Friends,5,3,3,3,2,4,4,1
301,18,Prefer Not to Say,High,Never,Diet Coke,Very Dissatisfied,Convenience Store,Taste,Sports Events,Diet Coke,With Colleagues,0,2,4,1,3,5,2,3
398,62,Female,Middle,Daily,Diet Coke,Dissatisfied,Vending Machine,Price,Travel,Diet Coke,Alone,6,2,2,4,1,1,1,2
413,58,Non-Binary,Low,Monthly,Diet Coke,Very Satisfied,Convenience Store,Brand Loyalty,Other,Diet Coke,Other,6,2,1,4,2,3,4,5
445,47,Non-Binary,High,Daily,Diet Coke,Dissatisfied,Supermarket,Price,Sports Events,Diet Coke,Alone,6,1,4,3,3,1,2,1
539,45,Non-Binary,Middle,Never,Diet Coke,Neutral,Other,Price,Work,Diet Coke,With Family,10,4,3,3,5,5,4,2
541,27,Prefer Not to Say,Middle,Never,Diet Coke,Very Satisfied,Vending Machine,Price,Home,Diet Coke,With Colleagues,1,4,1,2,5,1,1,4
560,60,Non-Binary,Middle,Never,Diet Coke,Neutral,Convenience Store,Taste,Travel,Diet Coke,With Family,4,2,2,4,2,3,5,3
567,53,Male,Middle,Weekly,Diet Coke,Very Dissatisfied,Other,Other,Work,Diet Coke,Other,8,4,3,1,4,4,5,3
